"order_item_id";"return"
100001;0,483542525823535
100002;0,215164319307651
100003;0,323937795282288
100004;0,456825945155066
100005;0,604053630079406
100006;0,546813150597817
100007;0,342727372694138
100008;0,520151726373141
100009;0,566796049400108
100010;0,547085818648345
100011;0,581690209379118
100012;0,346177841950299
100013;0,484752343744913
100014;0,558707333505967
100015;0,525179984315593
100016;0,431497046753409
100017;0,567959513192772
100018;0,584610181426729
100019;0,558569328398396
100020;0,409880840557281
100021;0,498651905626321
100022;0,357017934903687
100023;0,604259720986294
100024;0,539385222692811
100025;0,506439947330398
100026;0,392433569676127
100027;0,548678120760313
100028;0,418897821461601
100029;0,366275057349387
100030;0,596499206847173
100031;0,508654983165446
100032;0,511865473048661
100033;0,386820819159455
100034;0,544419558745393
100035;0,478128262002171
100036;0,520017464144135
100037;0,547670780973204
100038;0,432886741592803
100039;0,45821133685138
100040;0,491700080827348
100041;0,399626198474356
100042;0,369679906324175
100043;0,515280872270295
100044;0,606744535623745
100045;0,633098404774588
100046;0,505215940046341
100047;0,460165146195808
100048;0,523317797566786
100049;0,540190138640697
100050;0,530003437362366
100051;0,412461703863471
100052;0,444199551419263
100053;0,599447358388291
100054;0,344159513995605
100055;0,492025378050151
100056;0,525269377680063
100057;0,415919507178959
100058;0,569470886694518
100059;0,479242463813825
100060;0,536040424045819
100061;0,564885985810109
100062;0,503841271498063
100063;0,5893074222954
100064;0,519935794161928
100065;0,541062055477702
100066;0,503121514094588
100067;0,565607365235174
100068;0,409789054193156
100069;0,553619336934444
100070;0,475149142168582
100071;0,323022613574286
100072;0,284847343676894
100073;0,491098190332314
100074;0,368148243230918
100075;0,438651398659269
100076;0,314316453267386
100077;0,475721592691997
100078;0,378798953113435
100079;0,562146560798895
100080;0,582123022760426
100081;0,51718562062824
100082;0,35384914868251
100083;0,590384057108869
100084;0,43033469814241
100085;0,549999526444519
100086;0,577637106097583
100087;0,554197822962192
100088;0,297001403306965
100089;0,310983614007109
100090;0,446063779924122
100091;0,486386820790317
100092;0,495300804153713
100093;0,590308078913689
100094;0,526233124004987
100095;0,324613505774985
100096;0,536629990092579
100097;0,561250240494509
100098;0,455315322807182
100099;0,477922376117237
100100;0,500006436995548
100101;0,556420135222472
100102;0,558685917213019
100103;0,572872629666865
100104;0,434772240455947
100105;0,508377758898999
100106;0,559303826894527
100107;0,491033981759101
100108;0,517494187593329
100109;0,509324030858628
100110;0,512609984351643
100111;0,58976325175523
100112;0,610694213428775
100113;0,538803511095927
100114;0,533659992466451
100115;0,378538385650901
100116;0,516079468866717
100117;0,600645332193433
100118;0,504030722130255
100119;0,499670426399454
100120;0,47439741803579
100121;0,380356788898477
100122;0,559602363743837
100123;0,610076920613252
100124;0,299176460102813
100125;0,436883789477492
100126;0,608020533155888
100127;0,50698066469577
100128;0,499287513517489
100129;0,475629405939478
100130;0,549122643045991
100131;0,391746893345153
100132;0,500352389459982
100133;0,389310305456444
100134;0,306303222004777
100135;0,493615661930302
100136;0,443518053945387
100137;0,349341213839184
100138;0,49943013201492
100139;0,489847309943035
100140;0,354915371763046
100141;0,488329130320849
100142;0,551923644337822
100143;0,467543220644598
100144;0,259914032438185
100145;0,334515739255087
100146;0,524875150638784
100147;0,492062835446994
100148;0,446124498608977
100149;0,533584804252776
100150;0,306577690661551
100151;0,537269655482243
100152;0,477271906185868
100153;0,446860158945186
100154;0,358413341806733
100155;0,363666082345321
100156;0,538890003352001
100157;0,471022583546076
100158;0,474692797875605
100159;0,524862137146116
100160;0,480720378865578
100161;0,534394686214112
100162;0,514464017038613
100163;0,295325593535988
100164;0,479358213522022
100165;0,534025191802626
100166;0,519158420340209
100167;0,471863034946785
100168;0,469339409069547
100169;0,558966626075085
100170;0,520286622442771
100171;0,540074261963067
100172;0,551568346628599
100173;0,56366036805222
100174;0,489737031394069
100175;0,371520698481293
100176;0,478939551798726
100177;0,331215116820615
100178;0,435905154086369
100179;0,518807045605592
100180;0,53180029838936
100181;0,309699640557845
100182;0,535798472865944
100183;0,367425006352432
100184;0,304378177540826
100185;0,336845027662724
100186;0,456386239027435
100187;0,537100328125227
100188;0,517626816510932
100189;0,51433205038073
100190;0,51276553178726
100191;0,373025923267059
100192;0,393654910727603
100193;0,54077484237922
100194;0,480455768844718
100195;0,434512138764704
100196;0,408675332556536
100197;0,562666924387707
100198;0,539511159306895
100199;0,538289182583451
100200;0,55125284178764
100201;0,568514699429623
100202;0,461507700249813
100203;0,423195049035393
100204;0,442464771372512
100205;0,593579567371896
100206;0,541049706654452
100207;0,494085026708117
100208;0,491995027199823
100209;0,561368302129574
100210;0,59849784541468
100211;0,480284256356189
100212;0,476979171734681
100213;0,475598381115489
100214;0,480016292956318
100215;0,523834419097942
100216;0,526763583920252
100217;0,571293114028964
100218;0,345441507443554
100219;0,579568317679922
100220;0,512108813278722
100221;0,552763875415574
100222;0,51429537958032
100223;0,50978705176929
100224;0,475389538232327
100225;0,340956775057025
100226;0,384961587581091
100227;0,482559654130855
100228;0,547626515987818
100229;0,322856910575673
100230;0,549282157478411
100231;0,476876046846277
100232;0,548460296242796
100233;0,639963321481424
100234;0,39203187919005
100235;0,623085039994106
100236;0,427717557693811
100237;0,527706398398638
100238;0,506129826125543
100239;0,508764511421127
100240;0,601045674903819
100241;0,579554921441405
100242;0,477013850989217
100243;0,517116080258302
100244;0,51216168658931
100245;0,566990479343199
100246;0,593980163515324
100247;0,421364477739873
100248;0,53627318606466
100249;0,540655117743727
100250;0,609424617705776
100251;0,352109596569626
100252;0,56595448261924
100253;0,458494661493835
100254;0,549084568896494
100255;0,405152524677483
100256;0,343386037338145
100257;0,558793329888209
100258;0,527057796209874
100259;0,526474543360301
100260;0,508473926021847
100261;0,435594933725074
100262;0,332385356445535
100263;0,473407860909618
100264;0,377256500225197
100265;0,602355966096223
100266;0,492137902143458
100267;0,493118784943401
100268;0,553836463659794
100269;0,360748156017927
100270;0,511070178443285
100271;0,593333890514196
100272;0,541330103599664
100273;0,543874186487832
100274;0,484011575659104
100275;0,544363901882732
100276;0,475425641888311
100277;0,383819442936595
100278;0,327640213249556
100279;0,525233535004315
100280;0,545003244115355
100281;0,281730521752929
100282;0,548552322721311
100283;0,364279647721962
100284;0,591330002004675
100285;0,546437486980463
100286;0,614387381610249
100287;0,576265719112855
100288;0,56344743728207
100289;0,546378825373254
100290;0,576204080648844
100291;0,371090276173136
100292;0,32496324264971
100293;0,536484885778676
100294;0,594138804207189
100295;0,453909830553208
100296;0,375154707926379
100297;0,375480366589004
100298;0,425969521160057
100299;0,409444612145704
100300;0,5812207029215
100301;0,571542591752017
100302;0,564165320238081
100303;0,421398927904163
100304;0,477599715939206
100305;0,446595411638689
100306;0,377863237541943
100307;0,484231869576742
100308;0,494258446541383
